Date,ColorKey,LocationKey,Value
2019-02-04,1,1,1043.58
2015-09-07,2,2,441.65
2018-02-01,3,3,210.11
2016-09-05,4,4,215.61
2019-11-10,5,5,251.65
2020-05-15,1,6,1024.84
2018-11-13,2,7,790.65
2016-02-21,3,8,396.56
2022-12-21,4,9,227.31
2022-11-15,5,1,237.03
2017-04-21,1,2,461.84
2020-04-13,2,3,887.1
2015-03-21,3,4,206.3
2015-02-18,4,5,140.0
2014-07-05,5,6,143.81
2013-06-19,1,7,921.18
2013-12-27,2,8,1797.08
2013-02-17,3,9,209.79
2021-03-02,4,1,192.14
2021-06-20,5,2,140.4
2013-12-17,1,3,992.61
2020-05-01,2,4,911.56
2021-07-31,3,5,239.28
2017-12-10,4,6,231.97
2015-09-18,5,7,206.68
2016-02-07,1,8,1968.91
2016-01-31,2,9,879.9
2015-12-01,3,1,262.52
2015-01-22,4,2,131.57
2019-09-26,5,3,216.76
2021-10-26,1,4,1040.4
2021-10-03,2,5,918.79
2013-11-24,3,6,243.26
2021-10-09,4,7,149.38
2014-12-30,5,8,406.59
2017-02-03,1,9,955.23
2018-03-23,2,1,891.2
2014-03-07,3,2,71.55
2021-02-11,4,3,238.14
2018-12-07,5,4,168.75
2021-08-05,1,5,972.16
2022-05-13,2,6,898.95
2016-09-21,3,7,163.69
2020-04-23,4,8,462.92
2017-05-01,5,9,145.44
2020-10-02,1,1,1002.25
2015-10-09,2,2,432.95
2018-05-05,3,3,170.83
2019-10-20,4,4,200.91
2016-03-15,5,5,219.6
2022-03-24,1,6,1004.83
2021-08-31,2,7,804.98
2013-02-18,3,8,346.23
2021-10-01,4,9,147.21
2015-05-09,5,1,229.58
2019-08-13,1,2,477.46
2021-11-09,2,3,908.68
2017-01-04,3,4,161.68
2021-09-02,4,5,234.33
2019-11-01,5,6,220.21
2018-04-06,1,7,987.55
2022-10-18,2,8,1772.19
2014-12-20,3,9,153.13
2013-12-12,4,1,282.72
2020-10-03,5,2,149.27
2021-08-14,1,3,962.64
2020-11-15,2,4,880.85
2013-03-21,3,5,234.21
2014-04-02,4,6,176.39
2016-05-13,5,7,208.46
2016-07-26,1,8,2026.92
2018-08-07,2,9,902.0
2013-06-08,3,1,204.87
2016-06-12,4,2,71.32
2017-02-14,5,3,210.5
2020-01-18,1,4,965.73
2014-01-03,2,5,919.53
2016-02-10,3,6,187.94
2020-10-26,4,7,86.35
2021-05-27,5,8,416.86
2017-08-10,1,9,1015.58
2016-05-08,2,1,921.91
2016-03-29,3,2,134.96
2020-06-16,4,3,229.61
2016-09-10,5,4,223.4
2019-12-26,1,5,1002.39
2022-06-24,2,6,894.03
2019-08-10,3,7,120.29
2014-06-26,4,8,395.14
2013-02-20,5,9,234.16
2015-04-11,1,1,988.3
2022-01-06,2,2,409.18
2020-07-05,3,3,235.12
2014-05-14,4,4,166.0
2013-06-03,5,5,210.63
2018-07-26,1,6,986.18
2016-07-20,2,7,857.5
2020-02-28,3,8,391.92
2022-01-25,4,9,203.43
2018-04-16,5,1,254.57
2017-06-28,1,2,501.85
2016-07-13,2,3,897.39
2018-09-24,3,4,180.64
2019-12-29,4,5,150.61
2013-05-18,5,6,196.89
2020-11-20,1,7,925.5
2015-08-31,2,8,1829.52
2019-01-08,3,9,214.55
2013-01-15,4,1,265.67
2018-10-19,5,2,135.9
2019-09-25,1,3,1041.12
2013-10-31,2,4,856.82
2022-10-30,3,5,190.53
2015-08-29,4,6,222.57
2017-05-23,5,7,190.9
2020-12-09,1,8,1979.68
2020-01-05,2,9,913.54
2021-03-01,3,1,264.98
2017-11-06,4,2,149.58
2020-08-05,5,3,152.08
2013-10-14,1,4,972.73
2020-07-06,2,5,927.0
2019-07-14,3,6,218.75
2018-08-13,4,7,165.76
2014-12-23,5,8,341.1
2016-06-09,1,9,1039.47
2019-08-25,2,1,939.63
2019-01-29,3,2,91.26
2018-05-16,4,3,222.1
2020-04-26,5,4,243.47
2018-12-05,1,5,1020.63
2019-10-23,2,6,926.8
2017-10-30,3,7,139.94
2017-04-18,4,8,353.54
2017-04-16,5,9,200.18
2016-08-21,1,1,1003.59
2014-04-20,2,2,425.94
2015-01-31,3,3,227.94
2022-09-14,4,4,218.59
2016-07-06,5,5,237.63
2013-07-20,1,6,974.89
2019-12-31,2,7,816.56
2015-06-15,3,8,414.28
2022-11-18,4,9,217.99
2020-09-23,5,1,227.07
2019-06-10,1,2,440.41
2022-03-20,2,3,911.79
2013-04-08,3,4,233.64
2022-09-03,4,5,136.15
2021-04-10,5,6,186.55
2021-01-17,1,7,925.31
2018-04-12,2,8,1815.93
2018-10-02,3,9,201.42
2022-12-15,4,1,201.36
2018-05-31,5,2,106.58
2016-05-22,1,3,968.29
2017-10-24,2,4,932.63
2016-04-30,3,5,228.76
2021-10-16,4,6,196.84
2013-12-15,5,7,148.31
2017-10-03,1,8,2024.53
2018-05-20,2,9,873.64
2019-05-19,3,1,195.06
2022-05-21,4,2,55.33
2015-01-06,5,3,171.26
2022-10-14,1,4,1046.01
2016-12-19,2,5,835.06
2015-01-26,3,6,173.14
2014-05-10,4,7,141.32
2016-02-22,5,8,463.11
2017-07-04,1,9,986.63
2021-08-04,2,1,926.74
2020-02-06,3,2,84.61
2021-10-12,4,3,230.94
2018-12-19,5,4,202.29
2020-04-18,1,5,971.13
2017-11-19,2,6,931.33
2020-09-21,3,7,136.07
2021-06-30,4,8,374.72
2021-01-28,5,9,187.59
2016-02-08,1,1,1028.52
2013-04-21,2,2,473.74
2019-03-30,3,3,193.55
2017-04-17,4,4,226.72
2017-10-22,5,5,189.86
2017-08-25,1,6,1013.33
2019-02-02,2,7,841.84
2017-01-28,3,8,435.85
2020-12-18,4,9,195.03
2015-06-06,5,1,198.83
2016-12-24,1,2,452.03
2014-04-11,2,3,935.51
2015-09-16,3,4,153.84
2015-03-31,4,5,222.62
2020-10-10,5,6,188.1
2017-12-26,1,7,987.3
2014-07-24,2,8,1764.29
2018-01-08,3,9,234.32
2018-07-29,4,1,213.08
2015-12-02,5,2,138.5
2017-04-27,1,3,1007.47
2016-08-26,2,4,902.18
2015-09-24,3,5,195.34
2021-01-10,4,6,266.73
2016-12-05,5,7,116.33
2015-07-21,1,8,1954.59
2017-08-12,2,9,934.37
2016-04-12,3,1,219.85
2019-04-24,4,2,58.29
2019-02-24,5,3,203.72
2022-10-22,1,4,1018.11
2017-10-04,2,5,953.4
2017-05-19,3,6,241.49
2014-05-03,4,7,132.2
2014-01-09,5,8,399.09
2020-06-18,1,9,1009.38
2019-03-23,2,1,951.44
2013-12-07,3,2,98.11
2019-04-23,4,3,181.58
2014-06-29,5,4,185.83
2021-07-23,1,5,1031.21
2021-03-03,2,6,886.25
2014-09-23,3,7,185.69
2022-04-25,4,8,454.32
2018-08-09,5,9,189.77
2020-03-17,1,1,1028.75
2022-05-29,2,2,441.56
2022-04-14,3,3,167.22
2013-10-28,4,4,186.85
2019-07-16,5,5,128.52
2021-10-04,1,6,962.88
2016-02-11,2,7,872.55
2021-01-30,3,8,380.27
2019-01-16,4,9,164.88
2014-07-31,5,1,176.56
2016-12-29,1,2,452.98
2015-02-07,2,3,924.92
2014-03-26,3,4,201.64
2020-05-07,4,5,159.74
2017-09-23,5,6,184.4
2015-11-07,1,7,934.77
2020-02-01,2,8,1797.88
2017-08-03,3,9,205.24
2022-08-31,4,1,257.73
2013-10-16,5,2,79.57
2019-11-25,1,3,961.02
2013-03-31,2,4,935.87
2019-01-15,3,5,151.18
2017-08-27,4,6,231.23
2014-05-24,5,7,183.57
2017-10-14,1,8,1999.64
2022-03-23,2,9,890.92
2018-11-04,3,1,242.96
2017-10-31,4,2,54.49
2019-03-26,5,3,196.03
2019-08-01,1,4,1030.11
2018-05-25,2,5,926.66
2013-09-19,3,6,163.11
2018-12-24,4,7,195.51
2021-08-25,5,8,369.78
2018-02-27,1,9,1043.79
2017-02-20,2,1,907.86
2016-10-08,3,2,124.52
2018-10-06,4,3,156.29
2017-02-21,5,4,232.98
2013-10-12,1,5,971.99
2016-08-08,2,6,904.13
2014-06-17,3,7,112.98
2017-08-09,4,8,389.63
2016-02-09,5,9,239.45
2017-11-01,1,1,986.88
2014-11-21,2,2,468.46
2022-07-06,3,3,204.9
2020-03-06,4,4,219.2
2017-09-19,5,5,237.71
2016-11-11,1,6,971.09
2019-05-09,2,7,865.74
2019-04-14,3,8,426.34
2015-11-29,4,9,244.68
2021-08-22,5,1,234.64
2014-01-11,1,2,453.15
2019-09-08,2,3,951.79
2018-09-29,3,4,166.51
2017-02-16,4,5,163.77
2018-08-01,5,6,211.53
2021-06-28,1,7,916.54
2022-05-10,2,8,1765.8
2021-07-10,3,9,203.8
2021-10-07,4,1,276.92
2014-08-11,5,2,95.35
2015-10-16,1,3,997.42
2017-04-04,2,4,944.48
2021-07-09,3,5,249.68
2014-02-06,4,6,231.33
2013-07-17,5,7,133.42
2015-08-26,1,8,2015.1
2020-03-15,2,9,874.7
2022-11-23,3,1,195.94
2015-03-01,4,2,119.95
2015-09-09,5,3,159.12
2021-09-15,1,4,1013.81
2016-12-30,2,5,928.75
2018-06-24,3,6,238.36
2013-12-19,4,7,187.42
2017-03-18,5,8,391.38
2016-06-17,1,9,1005.4
2013-05-21,2,1,942.17
2020-06-26,3,2,48.56
2015-03-05,4,3,168.05
2022-08-30,5,4,174.83
2015-05-24,1,5,1015.64
2016-06-08,2,6,889.82
2022-01-08,3,7,108.7
2014-11-16,4,8,357.33
2020-12-29,5,9,169.98
2018-04-13,1,1,1049.28
2018-02-23,2,2,434.88
2013-11-10,3,3,204.04
2022-03-30,4,4,176.14
2017-11-30,5,5,163.41
2017-01-13,1,6,1019.39
2019-10-14,2,7,809.92
2014-09-02,3,8,382.44
2015-05-29,4,9,188.55
2020-05-16,5,1,171.22
2014-07-02,1,2,461.62
2014-01-17,2,3,868.05
2013-08-29,3,4,179.19
2017-05-13,4,5,178.68
2022-02-18,5,6,164.38
2020-05-27,1,7,962.15
2014-06-03,2,8,1850.61
2019-05-14,3,9,229.5
2013-08-22,4,1,167.03
2019-03-11,5,2,73.18
2014-01-01,1,3,941.4
2013-11-25,2,4,949.23
2019-03-02,3,5,250.64
2022-04-03,4,6,148.75
2019-09-12,5,7,157.74
2021-03-28,1,8,1934.49
2016-06-02,2,9,895.02
2019-01-30,3,1,197.02
2018-10-20,4,2,63.71
2017-07-26,5,3,158.83
2020-04-28,1,4,1004.11
2020-12-23,2,5,935.35
2014-02-08,3,6,186.02
2014-01-06,4,7,194.86
2016-11-27,5,8,433.1
2020-08-20,1,9,1055.45
2014-06-24,2,1,892.71
2017-11-04,3,2,76.97
2016-10-23,4,3,241.77
2019-01-25,5,4,176.81
2021-08-02,1,5,1022.55
2021-03-09,2,6,887.56
2018-07-12,3,7,187.14
2020-09-05,4,8,377.27
2015-09-13,5,9,197.44
2017-10-18,1,1,989.53
2022-04-20,2,2,408.45
2015-01-13,3,3,202.44
2013-09-14,4,4,167.12
2021-12-19,5,5,227.8
2019-07-13,1,6,960.82
2017-01-02,2,7,830.34
2021-04-16,3,8,332.98
2019-03-12,4,9,205.22
2014-03-30,5,1,219.58
2017-07-13,1,2,492.84
2018-04-07,2,3,895.56
2021-11-18,3,4,157.79
2017-08-23,4,5,160.82
2017-11-21,5,6,244.09
2022-08-12,1,7,996.46
2015-05-12,2,8,1773.11
2022-01-28,3,9,209.61
2016-05-19,4,1,266.85
2014-04-19,5,2,74.96
2014-06-20,1,3,941.65
2019-02-16,2,4,894.38
2021-09-05,3,5,179.09
2014-12-15,4,6,192.23
2020-07-19,5,7,189.93
2017-08-04,1,8,1974.89
2019-05-06,2,9,868.84
2021-07-24,3,1,225.19
2020-11-27,4,2,85.96
2020-12-16,5,3,145.44
2022-01-14,1,4,977.59
2014-07-25,2,5,946.34
2022-08-18,3,6,241.18
2019-09-03,4,7,169.28
2017-02-18,5,8,385.38
2020-03-28,1,9,1057.7
2022-04-30,2,1,914.44
2021-05-28,3,2,104.79
2013-09-07,4,3,184.82
2019-02-13,5,4,156.74
2015-03-12,1,5,1033.03
2017-05-28,2,6,903.02
2022-05-11,3,7,92.26
2021-04-25,4,8,428.81
2013-08-18,5,9,208.85
2014-01-08,1,1,999.2
2016-08-03,2,2,421.1
2018-04-26,3,3,206.61
2018-08-26,4,4,221.48
2015-01-30,5,5,173.3
2016-12-17,1,6,972.41
2016-03-30,2,7,872.33
2017-09-25,3,8,464.6
2015-03-29,4,9,183.5
2013-04-25,5,1,163.67
2015-09-25,1,2,504.32
2020-04-03,2,3,947.04
2014-02-15,3,4,185.45
2014-07-01,4,5,196.07
2020-02-27,5,6,185.13
2015-06-26,1,7,996.98
2018-10-17,2,8,1773.89
2019-02-09,3,9,155.09
2021-12-25,4,1,184.28
2016-03-06,5,2,98.98
2014-01-23,1,3,970.03
2016-03-14,2,4,875.9
2019-12-06,3,5,170.14
2016-05-12,4,6,241.76
2014-03-25,5,7,120.79
2015-02-01,1,8,1996.73
2022-05-25,2,9,864.79
2017-04-06,3,1,221.45
2020-08-13,4,2,61.73
2014-12-21,5,3,177.28
2021-10-02,1,4,968.26
2015-02-11,2,5,843.41
2017-12-06,3,6,180.08
2021-11-27,4,7,147.06
2019-02-06,5,8,381.1
2018-11-30,1,9,984.14
2013-03-15,2,1,893.41
2020-04-09,3,2,73.47
2014-06-08,4,3,197.77
2020-08-04,5,4,232.54
2015-10-20,1,5,1005.33
2019-06-26,2,6,871.89
2017-12-11,3,7,111.19
2018-01-24,4,8,426.38
2019-02-27,5,9,244.56
2020-01-11,1,1,1070.33
2021-10-10,2,2,443.81
2022-04-15,3,3,179.35
2020-12-06,4,4,190.18
2015-10-28,5,5,208.3
2014-08-31,1,6,1047.74
2015-01-24,2,7,889.76
2019-08-07,3,8,385.41
2015-05-02,4,9,217.38
2015-12-17,5,1,237.88
2017-05-27,1,2,468.94
2016-08-14,2,3,861.05
2019-04-11,3,4,133.97
2019-01-06,4,5,265.05
2013-01-16,5,6,172.02
2013-09-12,1,7,1001.78
2022-12-26,2,8,1753.46
2021-03-07,3,9,141.79
2015-07-30,4,1,232.1
2020-07-27,5,2,64.3
2019-01-09,1,3,1024.32
2017-08-24,2,4,877.51
2018-12-15,3,5,208.04
2013-01-27,4,6,249.13
2020-06-29,5,7,163.93
2014-08-18,1,8,1962.85
2016-03-22,2,9,945.55
2018-05-02,3,1,225.87
2015-06-29,4,2,122.89
2022-01-22,5,3,159.19
2020-01-20,1,4,1025.54
2018-12-21,2,5,923.51
2019-01-21,3,6,197.69
2020-01-07,4,7,120.01
2015-06-22,5,8,430.38
2015-11-19,1,9,1032.12
2022-07-08,2,1,957.24
2014-08-10,3,2,65.83
2017-07-27,4,3,219.54
2018-05-13,5,4,227.68
2016-12-16,1,5,1009.33
2017-09-22,2,6,915.2
2021-11-04,3,7,162.06
2018-02-26,4,8,372.32
2017-11-10,5,9,186.38
2019-03-13,1,1,1023.81
2017-02-01,2,2,434.98
2018-09-23,3,3,172.34
2015-06-25,4,4,236.69
2017-02-06,5,5,183.52
2019-05-27,1,6,997.95
2017-09-07,2,7,800.57
2020-11-16,3,8,399.19
2021-12-18,4,9,256.27
2016-11-25,5,1,217.27
2014-10-02,1,2,524.3
2021-08-12,2,3,861.87
2018-06-09,3,4,218.47
2014-06-09,4,5,222.48
2015-04-17,5,6,178.1
2013-06-06,1,7,973.59
2013-06-20,2,8,1794.77
2018-06-20,3,9,232.81
2019-07-07,4,1,261.34
2016-06-20,5,2,119.2
2021-03-12,1,3,967.32
2020-11-07,2,4,904.94
2020-11-14,3,5,137.36
2018-03-22,4,6,182.97
2018-07-01,5,7,172.33
2016-03-21,1,8,1949.36
2022-05-23,2,9,880.32
2019-04-27,3,1,179.32
2018-06-07,4,2,144.96
2013-08-25,5,3,246.05
2021-10-23,1,4,1013.45
2013-10-03,2,5,896.9
2015-04-09,3,6,214.72
2020-05-19,4,7,122.94
2014-06-25,5,8,309.5
2017-04-28,1,9,999.88
2021-09-08,2,1,907.46
2022-03-14,3,2,100.14
2020-08-26,4,3,169.7
2018-04-03,5,4,238.84
2018-04-18,1,5,993.02
2020-07-09,2,6,894.55
2018-12-13,3,7,140.94
2014-10-15,4,8,393.58
2021-08-09,5,9,148.26
2018-04-22,1,1,1012.94
2014-03-11,2,2,472.01
2021-12-14,3,3,182.16
2018-04-01,4,4,228.61
2019-09-01,5,5,189.8
2020-03-18,1,6,1033.48
2022-05-20,2,7,842.33
2021-05-24,3,8,440.32
2013-12-06,4,9,246.25
2019-07-29,5,1,255.2
2022-05-31,1,2,521.76
2015-12-06,2,3,873.38
2020-11-17,3,4,219.38
2018-06-11,4,5,197.16
2016-08-25,5,6,178.85
2014-12-29,1,7,901.79
2016-09-19,2,8,1799.31
2013-09-15,3,9,235.19
2018-11-21,4,1,281.02
2020-10-15,5,2,95.07
2021-04-11,1,3,990.01
2021-11-26,2,4,905.42
2018-11-20,3,5,164.55
2019-10-05,4,6,233.98
2021-07-16,5,7,141.2
2021-09-11,1,8,2004.25
2021-11-24,2,9,860.28
2020-12-12,3,1,225.16
2018-06-21,4,2,110.97
2013-11-13,5,3,159.03
2020-02-04,1,4,981.25
2022-04-17,2,5,922.63
2020-04-16,3,6,206.43
2016-09-28,4,7,131.39
2013-02-09,5,8,409.08
2021-12-05,1,9,1018.66
2019-02-28,2,1,895.44
2014-11-02,3,2,84.27
2016-10-25,4,3,230.85
2021-09-14,5,4,252.89
2020-04-15,1,5,1005.75
2019-06-01,2,6,933.59
2016-08-23,3,7,137.2
2022-11-05,4,8,386.29
2015-11-04,5,9,219.29
2014-07-03,1,1,1017.45
2014-02-24,2,2,411.28
2022-01-13,3,3,208.83
2018-01-26,4,4,214.06
2022-07-14,5,5,228.97
2020-06-04,1,6,978.88
2013-10-18,2,7,834.82
2014-11-19,3,8,450.29
2020-07-28,4,9,216.68
2022-01-17,5,1,230.18
2022-04-24,1,2,473.16
2014-09-20,2,3,863.76
2016-01-21,3,4,154.89
2019-01-04,4,5,199.32
2021-05-26,5,6,172.89
2018-07-15,1,7,935.35
2017-05-09,2,8,1796.3
2013-06-04,3,9,160.11
2021-03-18,4,1,265.92
2021-05-21,5,2,89.15
2018-03-25,1,3,1027.33
2016-01-27,2,4,916.59
2018-03-30,3,5,164.47
2020-02-12,4,6,221.04
2014-02-01,5,7,209.54
2021-12-26,1,8,2024.81
2021-02-10,2,9,872.66
2020-12-21,3,1,199.08
2021-03-16,4,2,127.14
2021-11-13,5,3,221.01
2016-09-15,1,4,994.18
2015-04-26,2,5,946.63
2016-05-06,3,6,225.54
2016-06-19,4,7,112.05
2014-10-31,5,8,427.68
2014-02-23,1,9,1033.37
2019-01-31,2,1,903.65
2021-08-10,3,2,91.82
2015-09-23,4,3,176.91
2013-07-27,5,4,214.27
2022-05-14,1,5,968.47
2015-03-20,2,6,890.87
2021-06-09,3,7,168.99
2020-12-14,4,8,398.92
2015-10-26,5,9,204.14
2016-03-11,1,1,1069.91
2022-04-01,2,2,471.65
2015-05-19,3,3,238.78
2014-12-06,4,4,162.34
2020-02-17,5,5,249.74
2017-05-14,1,6,1003.0
2021-07-22,2,7,852.62
2016-11-09,3,8,396.84
2021-01-23,4,9,244.08
2022-08-20,5,1,188.87
2017-03-25,1,2,467.65
2022-01-12,2,3,915.66
2019-07-25,3,4,209.26
2018-03-10,4,5,160.32
2014-01-22,5,6,251.16
2017-08-21,1,7,948.73
2017-08-14,2,8,1814.96
2015-12-15,3,9,156.34
2021-11-16,4,1,279.03
2021-01-29,5,2,144.22
2013-12-28,1,3,975.01
2022-12-17,2,4,911.26
2015-08-21,3,5,245.3
2021-01-15,4,6,211.81
2015-10-25,5,7,168.74
2013-09-17,1,8,1982.66
2016-11-18,2,9,943.06
2022-06-07,3,1,238.38
2021-03-23,4,2,141.33
2021-11-11,5,3,230.42
2018-06-13,1,4,1051.56
2022-09-15,2,5,871.02
2022-06-27,3,6,204.38
2014-10-26,4,7,98.68
2013-04-29,5,8,376.8
2014-12-10,1,9,1010.09
2013-04-26,2,1,887.34
2013-04-11,3,2,41.75
2013-01-20,4,3,164.89
2016-01-07,5,4,215.48
2022-10-04,1,5,1035.82
2013-10-01,2,6,934.23
2021-06-04,3,7,180.76
2014-03-13,4,8,359.3
2017-02-05,5,9,161.98
2013-11-02,1,1,1043.82
2018-11-25,2,2,455.11
2022-05-28,3,3,142.07
2020-12-15,4,4,194.69
2013-06-16,5,5,223.54
2015-07-29,1,6,989.51
2020-06-02,2,7,836.49
2021-03-05,3,8,384.72
2020-06-30,4,9,198.6
2021-11-23,5,1,186.56
2021-04-15,1,2,455.76
2017-12-19,2,3,960.3
2020-01-01,3,4,243.69
2018-12-28,4,5,183.65
2017-07-12,5,6,156.33
2016-11-30,1,7,992.68
2016-10-07,2,8,1821.4
2022-10-19,3,9,238.8
2020-03-31,4,1,272.92
2015-02-23,5,2,52.48
2015-03-09,1,3,1019.7
2016-10-04,2,4,955.57
2016-01-14,3,5,146.44
2017-04-10,4,6,169.23
2020-06-07,5,7,122.2
2016-07-10,1,8,2039.82
2022-11-03,2,9,940.14
2017-10-16,3,1,172.84
2018-06-25,4,2,54.89
2015-04-18,5,3,202.17
2015-06-27,1,4,1025.78
2014-04-26,2,5,917.67
2019-09-22,3,6,154.65
2020-09-07,4,7,174.48
2019-03-29,5,8,418.6
2016-12-13,1,9,1044.55
2021-03-22,2,1,921.94
2019-03-22,3,2,145.32
2022-06-26,4,3,230.51
2013-02-26,5,4,156.98
2018-01-18,1,5,994.41
2020-06-01,2,6,878.47
2018-04-05,3,7,161.62
2018-08-16,4,8,371.3
2021-05-13,5,9,227.4
2017-10-29,1,1,1068.24
2015-09-14,2,2,470.6
2020-02-07,3,3,231.57
2016-04-22,4,4,211.45
2018-06-18,5,5,195.88
2022-09-08,1,6,1030.41
2016-09-22,2,7,882.82
2015-08-14,3,8,370.04
2021-06-13,4,9,236.6
2014-02-21,5,1,244.62
2014-11-04,1,2,525.44
2022-10-10,2,3,873.97
2022-06-18,3,4,150.0
2021-09-19,4,5,228.84
2019-12-11,5,6,228.32
2021-05-12,1,7,975.92
2019-10-19,2,8,1777.15
2022-01-23,3,9,214.89
2018-01-14,4,1,256.74
2022-03-08,5,2,143.76
2013-03-04,1,3,999.74
2022-06-13,2,4,917.97
2016-06-04,3,5,200.22
2020-06-08,4,6,253.02
2022-09-28,5,7,165.23
2021-10-14,1,8,2046.72
2017-02-28,2,9,943.15
2022-10-05,3,1,202.52
2015-11-06,4,2,141.39
2017-05-22,5,3,233.23
2014-04-24,1,4,1047.38
2017-07-20,2,5,867.23
2017-05-31,3,6,156.11
2015-08-17,4,7,137.66
2017-08-15,5,8,452.58
2015-05-03,1,9,994.02
2019-08-15,2,1,920.91
2015-10-27,3,2,48.21
2021-11-01,4,3,231.79
2013-12-14,5,4,208.78
2015-12-07,1,5,1026.89
2019-05-18,2,6,890.28
2016-02-25,3,7,163.84
2014-06-16,4,8,380.81
2021-11-21,5,9,205.43
2013-02-10,1,1,1077.93
2021-12-11,2,2,417.68
2018-08-14,3,3,227.07
2020-11-26,4,4,182.98
2016-11-21,5,5,231.6
2015-01-23,1,6,1018.77
2018-04-08,2,7,860.57
2013-09-03,3,8,413.75
2019-08-18,4,9,221.08
2013-10-23,5,1,221.91
2016-06-05,1,2,516.52
2016-11-26,2,3,882.44
2018-11-28,3,4,177.23
2013-11-27,4,5,200.04
2014-01-30,5,6,222.4
2018-11-24,1,7,937.01
2022-09-05,2,8,1820.95
2020-08-19,3,9,201.01
2020-07-01,4,1,239.91
2019-12-04,5,2,138.75
2017-03-02,1,3,1058.98
2020-01-12,2,4,942.52
2019-03-19,3,5,173.99
2022-04-09,4,6,159.48
2013-10-13,5,7,126.91
2015-05-15,1,8,1971.21
2015-03-18,2,9,855.01
2016-01-20,3,1,264.29
2021-05-10,4,2,134.24
2020-08-02,5,3,168.71
2017-03-27,1,4,963.0
2017-11-11,2,5,849.91
2015-04-07,3,6,160.05
2021-04-19,4,7,167.91
2022-01-01,5,8,312.94
2020-04-07,1,9,993.43
2017-09-18,2,1,917.79
2020-07-04,3,2,81.36
2020-02-08,4,3,187.63
2018-01-30,5,4,221.44
2013-01-18,1,5,1033.3
2020-02-11,2,6,901.18
2021-11-14,3,7,166.49
2015-06-23,4,8,419.26
2018-10-12,5,9,210.02
2013-01-26,1,1,1052.55
2016-12-09,2,2,497.97
2021-03-08,3,3,189.99
2019-07-04,4,4,172.69
2022-10-17,5,5,193.89
2020-03-29,1,6,1009.5
2013-01-12,2,7,829.1
2021-08-28,3,8,431.03
2015-12-22,4,9,238.13
2016-02-03,5,1,186.38
2015-07-06,1,2,514.36
2018-05-26,2,3,897.64
2018-10-30,3,4,172.2
2020-07-11,4,5,143.23
2019-03-17,5,6,203.33
2018-10-01,1,7,901.82
2022-08-10,2,8,1772.39
2020-03-13,3,9,232.26
2016-08-01,4,1,268.7
2018-03-05,5,2,113.94
2015-10-19,1,3,1059.77
2013-06-10,2,4,931.81
2016-01-10,3,5,147.05
2017-06-08,4,6,176.42
2018-02-19,5,7,155.39
2014-03-31,1,8,1993.35
2022-08-17,2,9,927.14
2015-08-19,3,1,247.08
2017-05-04,4,2,87.32
2013-07-14,5,3,203.53
2019-09-05,1,4,966.23
2021-05-17,2,5,864.94
2021-08-17,3,6,204.73
2013-08-02,4,7,138.31
2021-07-29,5,8,369.3
2013-11-18,1,9,1051.11
2016-12-06,2,1,956.51
2021-07-25,3,2,111.29
2014-04-17,4,3,198.68
2015-02-26,5,4,233.41
2019-03-15,1,5,996.59
2021-02-20,2,6,852.15
2021-06-11,3,7,124.93
2018-08-06,4,8,377.68
2018-07-30,5,9,242.42
2017-09-30,1,1,1006.03
2022-03-19,2,2,480.58
2014-08-14,3,3,200.57
2020-08-14,4,4,242.68
2020-07-07,5,5,186.55
2021-07-17,1,6,1028.35
2016-04-10,2,7,789.71
2013-06-07,3,8,444.94
2019-10-15,4,9,204.62
2022-12-18,5,1,255.24
2016-07-22,1,2,546.44
2013-01-19,2,3,886.79
2017-06-12,3,4,173.11
2018-05-01,4,5,213.65
2016-09-27,5,6,144.05
2020-05-02,1,7,914.87
2020-08-31,2,8,1845.7
2019-01-17,3,9,202.29
2019-07-11,4,1,260.9
2016-06-10,5,2,113.27
2015-04-19,1,3,979.83
2017-07-09,2,4,906.92
2019-03-18,3,5,152.97
2017-05-08,4,6,238.97
2019-08-14,5,7,155.57
2017-10-06,1,8,2037.99
2015-11-20,2,9,933.98
2015-07-16,3,1,227.17
2021-09-30,4,2,118.95
2018-10-26,5,3,185.94
2020-09-22,1,4,1003.03
2017-06-16,2,5,857.32
2015-06-09,3,6,190.96
2017-06-02,4,7,147.28
2018-03-08,5,8,343.45
2013-03-29,1,9,982.62
2015-09-02,2,1,917.25
2016-02-04,3,2,117.12
2019-10-13,4,3,197.89
2022-09-22,5,4,212.16
2021-02-26,1,5,1036.78
2019-05-16,2,6,847.26
2016-02-20,3,7,150.13
2020-09-01,4,8,422.67
2020-01-26,5,9,165.82
2021-01-03,1,1,1018.61
2022-12-25,2,2,476.14
2013-09-26,3,3,231.61
2015-04-15,4,4,203.36
2013-11-01,5,5,145.72
2018-11-29,1,6,1009.8
2017-09-27,2,7,815.53
2019-02-01,3,8,396.62
2022-05-24,4,9,209.91
2021-06-06,5,1,245.01
2014-07-11,1,2,531.83
2020-05-12,2,3,908.88
2019-10-16,3,4,238.54
2015-11-08,4,5,204.4
2015-01-01,5,6,183.85
2016-06-30,1,7,934.07
2019-06-23,2,8,1811.5
2014-09-08,3,9,210.52
2018-05-06,4,1,204.22
2017-06-18,5,2,39.25
2018-06-01,1,3,1048.8
2017-06-10,2,4,863.59
2014-04-09,3,5,218.81
2018-12-04,4,6,207.83
